領域,學群,選課號碼(註1),科目名稱,學分,上課 時間,上課 週別,上課 教室,授課 教師,開課 單位,開課 人數,選課 人數,可選 餘額,授課 語言,備註
核心素養,學校特色,0631,校園自然環境導覽 Guided Tour on Campus Environment,2,134,,V202,廖天賜,通識中心,20,15,5,中文,
核心素養,學校特色,0632,校園自然環境導覽 Guided Tour on Campus Environment,2,178,,V202,廖天賜,通識中心,20,19,1,中文,
核心素養,學校特色,0633,校園自然環境導覽 Guided Tour on Campus Environment,2,278,,Y405,劉思謙,通識中心,20,21,0,中文,
核心素養,專業知識,0636,法律與生活 Law and Everyday Life,2,312,,SC103,林炫秋,通識中心,100,87,13,中文,該課程因應疫情，為落實防疫措施而採線上教學方式授課
核心素養,專業知識,0637,機能性食品與健康 Functional Foods and Wellbeing,2,234,,*,古山吉(Kumar),通識中心,50,0,50,英文,英語授課
核心素養,應用整合,0640,社區營造與創意方案規劃 Community Empowerment and Creativity Program Planning,2,156,,*,張淑君,通識中心,40,0,40,中文,
核心素養,應用整合,0641,社區營造與創意方案規劃 Community Empowerment and Creativity Program Planning,2,256,,*,張淑君,通識中心,40,0,40,中文,
核心素養,應用整合,0642,以科學方法解決生活問題 Using Scientific Methods to Solve Daily Life Problems,2,434,,Y102,林彥佑,通識中心,31,31,0,中文,
核心素養,審美求真,0644,實用邏輯學 Applied Logics,2,356,,Y212,顧毓民,通識中心,60,28,32,中文,
核心素養,審美求真,0645,實用邏輯學 Applied Logics,2,534,,Y212,顧毓民,通識中心,60,36,24,中文,
核心素養,審美求真,0646,美學 Aesthetics,2,234,,Y212,張盈馨,通識中心,60,70,0,中文,
核心素養,審美求真,0647,創意色彩學 Creative Color Theory,2,156,,Y605,蕭怡姍,通識中心,40,40,0,中文,
核心素養,審美求真,0648,臺灣美術導賞 Art of Taiwan,1,18,,Y212,王婉如,通識中心,40,18,22,中文,
核心素養,審美求真,0650,攝影美學 Aesthetics of Photography,2,456,,Y303,楊基發,通識中心,50,49,1,中文,
核心素養,審美求真,0651,視覺藝術欣賞 Visual Art Appreciation,2,278,,Y305,洪鈞元,通識中心,50,48,2,中文,
核心素養,反思創新,0654,資訊科技與社會 Information Technology and Society,2,434,,Y309,洪朝貴,通識中心,60,57,3,中文,
核心素養,反思創新,0655,資訊科技與社會 Information Technology and Society,2,556,,Y305,陳迪暉,通識中心,72,72,0,中文,本課程不開放特殊情形權限加選
核心素養,反思創新,0656,倫理學與當代議題 Ethics and Contemporary Issues,2,312,,Y304,翟挹,通識中心,70,68,2,中文,
核心素養,反思創新,0657,倫理學與當代議題 Ethics and Contemporary Issues,2,556,,Y212,顧毓民,通識中心,60,40,20,中文,
核心素養,反思創新,0658,倫理學與當代議題 Ethics and Contemporary Issues,2,478,,*,程進發,通識中心,50,0,50,中文,
核心素養,自我表達,0659,幸福溝通 Happiness Communication,1,57,,*,劉秀丹,通識中心,60,61,0,中文,新開設遠距課程，同步遠距教學，須自備電腦。不開放特殊情形權限加選
核心素養,自我表達,0660,人際關係與溝通 Interpersonal Relationship and Communication,2,312,,Y109,蔡素琴,通識中心,48,31,17,中文,本課程不開放特殊情形權限加選
核心素養,自我表達,0661,人際關係與溝通 Interpersonal Relationship and Communication,2,289,,Y304,林建良,通識中心,60,57,3,中文,
核心素養,團隊合作,0663,策展大小事 Curation,2,434,,Y304,游逸飛,通識中心,50,19,31,中文,
核心素養,反思創新,0664,倫理學與當代議題 Ethics and Contemporary Issues,2,212,,Y401,謝福源等,通識中心,50,36,14,中文,本課程不開放特殊情形權限加選
核心素養,在地關懷,0666,探索臺中城 Exploring Taichung City,2,156,,Y402,劉泰廷,通識中心,60,55,5,中文,
核心素養,在地關懷,0667,探索臺中城 Exploring Taichung City,2,334,,Y410,劉泰廷,通識中心,60,59,1,中文,
核心素養,在地關懷,0669,清流部落共學 Qingliu Tribes Sharing,1,334,10-18週,Y207,賴慶明,通識中心,40,28,12,中文,"1.本課程10~18週上課,不開放特殊情形權限加選;2.1/8須至南投清流部落上課,請選課學生預留週六時間。"
核心素養,在地關懷,0670,臺灣東南亞移工移民人權議題 Human Right Issues for Southeast Asian Labors and Immigrants in Taiwan,2,578,,Y305,陳迪暉,通識中心,72,66,6,中文,本課程不開放特殊情形權限加選
核心素養,在地關懷,0671,動物福祉 Animal Welfare,2,156,,I407,林怡君,通識中心,60,49,11,中文,
核心素養,在地關懷,0672,動物福祉 Animal Welfare,2,556,,QB101,林荀龍,通識中心,31,31,0,中文,須於週五下午1點~5點至動物收容中心服務，建議下午未排課的非獸醫系同學選修
核心素養,在地關懷,0673,"中臺灣古道、部落與人文旅遊 Ancient Trails, Tribes and Cultural Tours",2,256,,Y112,吳政憲,通識中心,121,119,2,中文,該課程因應疫情，為落實防疫措施而採線上教學方式授課
核心素養,全球思維,0675,國際關係 International Relations,2,134,,Y112,沈玄池,通識中心,105,98,7,中文,該課程因應疫情，為落實防疫措施而採線上教學方式授課; 本課程不開放特殊情形權限加選
核心素養,全球思維,0676,國際關係 International Relations,2,267,,*,袁鶴齡,通識中心,50,0,50,中文,
核心素養,全球思維,0677,國際關係 International Relations,2,334,,SC204,崔進揆,通識中心,50,50,0,中文,
核心素養,全球思維,0678,國際關係 International Relations,2,434,,SCB13,廖舜右,通識中心,130,130,0,中文,
核心素養,全球思維,0679,國際關係 International Relations,2,356,,*,劉泰廷,通識中心,60,55,5,英文,同步遠距教學，英語授課，新開設遠距課程
核心素養,全球思維,0680,全球化與當代社會 Globalization and Contemporary Society,2,234,,Y305,陳迪暉,通識中心,72,71,1,中文,本課程不開放特殊情形權限加選
核心素養,全球思維,0682,世界糧食問題 World Food Problems,2,534,,IA531,高木知芙美,通識中心,50,17,33,英文,英語授課
核心素養,全球思維,0683,環境生態變遷與永續發展 Change and Sustainable Development in Environment and Ecology,2,178,,Y203,王鴻勳,通識中心,50,46,4,中文,
核心素養,全球思維,0684,環境生態變遷與永續發展 Change and Sustainable Development in Environment and Ecology,2,578,,Y203,王鴻勳,通識中心,50,43,7,中文,
核心素養,資訊素養,0688,行動載具程式設計 Mobile Device Programming,2,456,,U702,林建良,通識中心,48,40,8,中文,
