領域,學群,選課號碼(註1),科目名稱,學分,上課 時間,上課 週別,上課 教室,授課 教師,開課 單位,開課 人數,選課 人數,可選 餘額,授課 語言,備註
社會,公民與社會,0401,性別·社會·個人 Gender-Society-Individual,2,234,,Y304,關永馨,通識中心,60,55,5,中文,本課程不開放特殊情形權限加選
社會,公民與社會,0402,社區營造與創意方案規劃 Community Empowerment and Creativity Program Planning,2,256,,Y211,張淑君,通識中心,35,32,3,中文,
社會,公民與社會,0403,社區營造與創意方案規劃 Community Empowerment and Creativity Program Planning,2,156,,Y211,張淑君,通識中心,35,33,2,中文,
社會,公民與社會,0404,社會學 Sociology,3,2234,,Y308,陳迪暉,通識中心,72,69,3,中文,本課程不開放特殊情形權限加選
社會,公民與社會,0405,社會學 Sociology,3,2567,,Y307,劉子彰,通識中心,40,34,6,中文,
社會,公民與社會,0406,政治社會哲學 Political-Social Philosophy,2,556,,Y212,顧毓民,通識中心,60,35,25,中文,
社會,公民與社會,0407,動物福祉 Animal Welfare,2,156,,I407,林怡君,通識中心,60,54,6,中文,
社會,公民與社會,0408,動物福祉 Animal Welfare,2,556,,QB101,林荀龍,通識中心,31,35,0,中文,須於週五下午1點~5點至動物收容中心服務，建議下午未排課的非獸醫系同學選修
社會,公民與社會,0409,服務學習：中小學課業輔導 Service Learning: Primary and Junior High School Tutoring,2,278,,Y312,楊琇玲,通識中心,20,27,0,中文,本學期第5~17週需使用課堂時間至信義國小服務
社會,公民與社會,0410,資訊科技與社會 Information Technology and Society,2,334,,Y212,洪朝貴,通識中心,60,66,0,中文,
社會,公民與社會,0411,資訊科技與社會 Information Technology and Society,2,456,,Y401,林建良,通識中心,50,48,2,中文,
社會,公民與社會,0412,社會科學概論 Introduction to Social Science,3,2234,,SC120,沈玄池,通識中心,70,71,0,中文,
社會,公民與社會,0413,中國經濟社會發展與轉型 Social-Economic Development and Transformation in China,2,534,,Y301,陳迪暉,通識中心,72,66,6,中文,本課程不開放特殊情形權限加選
社會,公民與社會,0414,中國經濟社會發展與轉型 Social-Economic Development and Transformation in China,2,156,,Y301,劉泰廷,通識中心,60,35,25,英文,英語授課
社會,公民與社會,0415,愛情與政治 Love and Politics,2,278,,SC111,譚偉恩,通識中心,150,150,0,中文,
社會,法律與政治,0418,日本與亞太區域發展 The Development of Asia-Pacific Region and Japan,3,2567,,SC112,廖舜右,通識中心,120,120,0,中文,
社會,法律與政治,0419,民主與憲政 Democracy and Constitutionalism,2,212,,Y304,翟挹,通識中心,70,67,3,中文,
社會,法律與政治,0420,民主與憲政 Democracy and Constitutionalism,2,378,,Y204,潘競恒,通識中心,70,63,7,中文,
社會,法律與政治,0421,行政學概要 Administrative Science,3,4567,,SC204,李長晏,通識中心,55,37,18,中文,
社會,法律與政治,0422,法律與生活 Law and Everyday Life,2,478,,SC112,林炫秋,通識中心,150,70,80,中文,
社會,法律與政治,0423,科技與法律 Science and Technology Laws,2,478,,SC111,廖緯民,通識中心,120,89,31,中文,
社會,法律與政治,0424,國家發展 National Development Study,2,234,,Y402,劉泰廷,通識中心,60,51,9,中文,
社會,法律與政治,0425,國家發展 National Development Study,2,356,,SC111,譚偉恩,通識中心,150,141,9,中文,
社會,法律與政治,0426,國際關係 International Relations,2,134,,SC120,沈玄池,通識中心,70,77,0,中文,
社會,法律與政治,0427,國際關係 International Relations,2,367,,Y203,袁鶴齡,通識中心,60,37,23,中文,
社會,法律與政治,0428,國際關係 International Relations,2,334,,SC204,崔進揆,通識中心,50,52,0,中文,
社會,法律與政治,0429,國際關係 International Relations,2,434,,SC111,廖舜右,通識中心,130,133,0,中文,
社會,法律與政治,0430,國際關係 International Relations,2,178,,Y402,劉泰廷,通識中心,60,17,43,英文,英語授課
社會,法律與政治,0431,國際關係 International Relations,2,356,,Y402,劉泰廷,通識中心,60,41,19,英文,英語授課
社會,法律與政治,0432,智慧財產權法概論 General Introduction on Intellectual Property,2,523,,SC112,戴志傑,通識中心,150,134,16,中文,
社會,法律與政治,0433,民法通論 General Introduction to the Civil Code,2,178,,SC111,廖緯民,通識中心,120,58,62,中文,
社會,法律與政治,0434,國際商務法律導論 Introduction to International Business Law,2,278,,Y109,蘇怡慈,通識中心,40,19,21,英文,英語授課
社會,法律與政治,0435,國防教育：全民國防 National Defense Education: All-out Defense,2,378,,Y211,陳秀年,通識中心,50,55,0,中文,
社會,法律與政治,0436,國防教育：全民國防 National Defense Education: All-out Defense,2,356,,Y211,陳秀年,通識中心,50,55,0,中文,
社會,法律與政治,0437,國防教育：國防政策 National Defense Education: National Defense Policies,2,156,,Y401,舒博智,通識中心,50,72,0,中文,
社會,法律與政治,0438,國防教育：國防政策 National Defense Education: National Defense Policies,2,178,,Y401,舒博智,通識中心,50,71,0,中文,
社會,法律與政治,0439,國防教育：防衛動員 National Defense Education: Defense Mobilization,2,278,,Y208,廖志強,通識中心,50,69,0,中文,
社會,法律與政治,0440,國防教育：防衛動員 National Defense Education: Defense Mobilization,2,178,,Y203,廖志強,通識中心,50,66,0,中文,
社會,法律與政治,0441,國防教育：國防科技 National Defense Education: National Defense Science and Technology,2,534,,Y211,何信標,通識中心,50,56,0,中文,
社會,法律與政治,0442,國防教育：國防科技 National Defense Education: National Defense Science and Technology,2,578,,Y211,何信標,通識中心,50,54,0,中文,
社會,法律與政治,0443,國防教育：國際情勢 National Defense Education: International Situations,2,478,,Y104,于力真,通識中心,100,119,0,中文,
社會,法律與政治,0444,性別與法律 Gender and Law,2,334,,Y308,紀和均,通識中心,70,40,30,中文,本課程不開放特殊情形權限加選
社會,法律與政治,0445,全球公民投票制度 Referendum,2,356,,Y308,紀和均,通識中心,70,69,1,中文,本課程不開放特殊情形權限加選
社會,商業與管理,0448,創業與創意 Entrepreneurial Venture and Innovation,3,2678,,Y303,李宗儒等,通識中心,70,32,38,中文,
社會,商業與管理,0449,經濟學導論 Introduction to Economics,3,4234,,IA434,陳韻如,通識中心,60,56,4,中文,
社會,商業與管理,0450,創意與產業 Creativity and Industry,2,334,,Y307,陳明惠,通識中心,70,55,15,中文,
社會,商業與管理,0451,財富管理實務 Wealth Management and Practice,2,278,,Y203,張樹之,通識中心,50,47,3,中文,考試以英文命題
社會,商業與管理,0452,產業創新與社會影響 Industrial Innovation and Social Influence,2,478,,Y211,梁貫御,通識中心,40,26,14,中文,
社會,商業與管理,0453,會計學概要 Introduction to Accounting,3,2234,,Y211,陳雪如,通識中心,50,49,1,中文,
社會,商業與管理,0454,老子的無為管理學 Do Nothing Management of Laozi,3,3678,,Y206,何建達,通識中心,50,54,0,中文,
社會,商業與管理,0455,科技管理導論 Introduction to Technology Management,3,3234,,Y211,王瑞德,通識中心,50,17,33,中文,
社會,心理與教育,0459,人際關係與溝通 Interpersonal Relationship and Communication,2,312,,Y109,蔡素琴,通識中心,48,39,9,中文,
社會,心理與教育,0460,心理學 Psychology,3,1678,,Y304,關永馨,通識中心,60,55,5,中文,本課程不開放特殊情形權限加選
社會,心理與教育,0461,心理學 Psychology,3,2678,,Y304,關永馨,通識中心,60,55,5,中文,本課程不開放特殊情形權限加選
社會,心理與教育,0462,社會心理學 Social Psychology,2,134,,Y206,關永馨,通識中心,60,53,7,中文,本課程不開放特殊情形權限加選
社會,心理與教育,0463,教育與終身學習 Education and Life-Long Learning,2,256,,Y109,陳姿伶,通識中心,40,44,0,中文,
社會,心理與教育,0464,性別與親密關係 Gender and Close Relationships,2,334,,Y109,蔡素琴,通識中心,48,30,18,中文,
社會,心理與教育,0465,性別與親密關係 Gender and Close Relationships,2,356,,Y109,蔡素琴,通識中心,48,33,15,中文,
社會,心理與教育,0466,英文演說與溝通 English Speech and Communication,2,556,,Y101,潘千惠,通識中心,48,39,9,英文,英語授課
社會,資訊與傳播,0470,數位媒體與第二外語習得 Digital Media and Second Language Acquisition,2,334,,LI412,張文俐,通識中心,50,35,15,英文,英語授課
社會,心理與教育,0498,自主學習(一) Self-Directed Learning (I),1,*,,*,全體教師,通識中心,0,4,0,中文,自主學習點數18點
社會,心理與教育,0499,自主學習(二) Self-Directed Learning (II),2,*,,*,全體教師,通識中心,0,4,0,中文,自主學習點數36點
社會,公民與社會,0101,政治社會哲學 Political-Social Philosophy,2,3AB,,Y208,顧毓民,夜不限系別,50,37,13,中文,可採計舊制社會學群
社會,法律與政治,0102,國防教育：防衛動員 National Defense Education: Defense Mobilization,2,49D,,Y104,于力真,夜不限系別,100,122,0,中文,
社會,公民與社會,0165,全球化與當代社會 Globalization and Contemporary Society,2,4AB,,Y104,陳迪暉,夜不限系別,72,69,3,中文,"本課程不開放特殊情形權限加選,可採計舊制社會學群"
