領域,學群,選課號碼(註1),科目名稱,學分,上課 時間,上課 週別,上課 教室,授課 教師,開課 單位,開課 人數,選課 人數,可選 餘額,授課 語言,備註
核心素養,資訊素養,0626,行動載具程式設計 Mobile Device Programming,2,434,,L216,林建良,通識中心,45,29,16,中文,
核心素養,資訊素養,0627,行動載具程式設計 Mobile Device Programming,2,456,,L216,林建良,通識中心,45,40,5,中文,
核心素養,資訊素養,0628,初級程式設計R語言 Fundamental Computer Programming R Language,2,367,,CC214,高崇峰,通識中心,45,32,13,中文,含彈性教學
核心素養,反思創新,0630,企業創新 Enterprise Innovation,1,32,,Y212,陳明惠,通識中心,70,60,10,中文,含彈性教學
核心素養,反思創新,0631,資訊科技與社會 Information Technology and Society,2,334,,Y308,洪朝貴,通識中心,60,57,3,中文,
核心素養,反思創新,0632,資訊科技與社會 Information Technology and Society,2,256,,Y303,陳迪暉,通識中心,55,52,3,中文,不開放特殊加簽
核心素養,反思創新,0633,倫理學與當代議題 Ethics and Contemporary Issues,2,212,,Y304,翟挹,通識中心,70,59,11,中文,
核心素養,反思創新,0634,倫理學與當代議題 Ethics and Contemporary Issues,2,534,,Y212,顧毓民,通識中心,60,22,38,中文,
核心素養,反思創新,0635,倫理學與當代議題 Ethics and Contemporary Issues,2,212,,Y211,周啟庠等,通識中心,20,16,4,中文,不開放特殊加簽
核心素養,反思創新,0636,希臘神話與科技思維 Greek Mythology and Technological Thinking,2,212,,Y212,張盈馨,通識中心,70,71,0,中文,含彈性教學
核心素養,反思創新,0637,創意與產業 Creativity and Industry,2,334,,Y212,陳明惠,通識中心,70,51,19,中文,含彈性教學
核心素養,全球思維,0638,國際關係 International Relations,2,134,,Y104,沈玄池,通識中心,109,53,56,中文,無法使用中文的同學請勿選此門課;含彈性教學
核心素養,全球思維,0639,國際關係 International Relations,2,434,,SC112,廖舜右,通識中心,130,126,4,中文,含彈性教學
核心素養,全球思維,0640,國際關係 International Relations,2,356,,SC111,譚偉恩,通識中心,150,117,33,中文,不開放特殊加簽
核心素養,全球思維,0641,國際關係 International Relations,2,356,,*,袁鶴齡,通識中心,50,0,50,中文,"(未成班,停開)"
核心素養,全球思維,0642,全球化與當代社會 Globalization and Contemporary Society,2,278,,Y303,陳迪暉,通識中心,55,40,15,中文,不開放特殊加簽
核心素養,全球思維,0643,"探索我們的亞洲鄰居：政治、經濟、社會 Exploring Our Asian Neighbors: Politics, Economics and Society",2,178,,Y410,劉泰廷,通識中心,50,40,10,英文/EMI,"English Conducting,含彈性教學"
核心素養,全球思維,0644,開放教育中的全球素養 Open Education and Global Competence,2,334,,U702,張文俐,通識中心,45,23,22,英文/EMI,English Conducting
核心素養,全球思維,0646,環境生態變遷與永續發展 Change and Sustainable Development in Environment and Ecology,2,134,,Y203,王鴻勳,通識中心,50,24,26,中文,
核心素養,全球思維,0647,環境生態變遷與永續發展 Change and Sustainable Development in Environment and Ecology,2,356,,Y410,劉泰廷,通識中心,50,50,0,中文,含彈性教學
核心素養,全球思維,0648,環境生態變遷與永續發展 Change and Sustainable Development in Environment and Ecology,2,256,,Y410,劉泰廷,通識中心,50,46,4,中文,含彈性教學
核心素養,全球思維,0649,環境生態變遷與永續發展 Change and Sustainable Development in Environment and Ecology,2,234,,*,王鴻勳,通識中心,48,0,48,中文,"(未成班,停開) 【南投校區-文教大樓(於「省訓團」下車)】"
核心素養,在地關懷,0651,社會關懷 Social Care,2,356,,Y208,賴淑蘭,通識中心,40,40,0,中文,建議學士班學生修習，無法使用中文的同學請勿選此門課
核心素養,在地關懷,0652,社會關懷 Social Care,2,434,,Y208,賴淑蘭,通識中心,40,35,5,中文,建議學士班學生修習，無法使用中文的同學請勿選此門課
核心素養,在地關懷,0653,探索臺中城 Exploring Taichung City,2,156,,Y410,劉泰廷,通識中心,50,50,0,中文,含彈性教學
核心素養,在地關懷,0654,探索臺中城 Exploring Taichung City,2,334,,Y410,劉泰廷,通識中心,50,59,0,中文,含彈性教學
核心素養,在地關懷,0655,中小學課後輔導與學習陪伴 Primary and Junior High School Tutoring,2,278,,Y206,楊琇玲,通識中心,20,26,0,中文,本學期第5~17週需使用課堂時間至信義國小服務
核心素養,在地關懷,0656,"中臺灣古道、部落與人文旅遊 Ancient Trails, Tribes and Cultural Tours",2,156,,Y104,吳政憲,通識中心,121,119,2,中文,
核心素養,在地關懷,0657,"中臺灣古道、部落與人文旅遊 Ancient Trails, Tribes and Cultural Tours",2,256,,Y104,吳政憲,通識中心,121,119,2,中文,
核心素養,自我表達,0659,人際關係與溝通 Interpersonal Relationship and Communication,2,156,,Y101,蔡素琴,通識中心,48,29,19,中文,含彈性教學
核心素養,自我表達,0660,人際關係與溝通 Interpersonal Relationship and Communication,2,556,,Y112,劉秀丹,通識中心,60,69,0,中文,
核心素養,自我表達,0661,人際關係與溝通 Interpersonal Relationship and Communication,2,578,,Y112,劉秀丹,通識中心,60,63,0,中文,
核心素養,自我表達,0662,幸福溝通 Happiness Communication,2,234,,Y307,鍾燕宜,通識中心,60,50,10,中文,含彈性教學
